"STATISTIC","Statistic","TLIST(A1)","CensusYear","C02199V02655","Sex","C02076V03371","Age Last Birthday","C02786V03355","At Each Year of Age","UNIT","VALUE"
"EY007","Population 2011 to 2016","2011","2011","2","Female","028","28 years","22","Population","Number","39985"
"EY007","Population 2011 to 2016","2011","2011","2","Female","028","28 years","23","Population at or under this age","Number","914293"
"EY007","Population 2011 to 2016","2011","2011","2","Female","028","28 years","24","Population at or over this age","Number","1441245"
"EY007","Population 2011 to 2016","2011","2011","2","Female","029","29 years","22","Population","Number","40868"
"EY007","Population 2011 to 2016","2011","2011","2","Female","029","29 years","23","Population at or under this age","Number","955161"
"EY007","Population 2011 to 2016","2011","2011","2","Female","029","29 years","24","Population at or over this age","Number","1401260"
"EY007","Population 2011 to 2016","2011","2011","2","Female","030","30 years","22","Population","Number","42041"
"EY007","Population 2011 to 2016","2011","2011","2","Female","030","30 years","23","Population at or under this age","Number","997202"
"EY007","Population 2011 to 2016","2011","2011","2","Female","030","30 years","24","Population at or over this age","Number","1360392"
"EY007","Population 2011 to 2016","2011","2011","2","Female","031","31 years","22","Population","Number","41189"
"EY007","Population 2011 to 2016","2011","2011","2","Female","031","31 years","23","Population at or under this age","Number","1038391"
"EY007","Population 2011 to 2016","2011","2011","2","Female","031","31 years","24","Population at or over this age","Number","1318351"
"EY007","Population 2011 to 2016","2011","2011","2","Female","032","32 years","22","Population","Number","40176"
"EY007","Population 2011 to 2016","2011","2011","2","Female","032","32 years","23","Population at or under this age","Number","1078567"
"EY007","Population 2011 to 2016","2011","2011","2","Female","032","32 years","24","Population at or over this age","Number","1277162"
"EY007","Population 2011 to 2016","2011","2011","2","Female","033","33 years","22","Population","Number","38407"
"EY007","Population 2011 to 2016","2011","2011","2","Female","033","33 years","23","Population at or under this age","Number","1116974"
"EY007","Population 2011 to 2016","2011","2011","2","Female","033","33 years","24","Population at or over this age","Number","1236986"
"EY007","Population 2011 to 2016","2011","2011","2","Female","034","34 years","22","Population","Number","37358"
"EY007","Population 2011 to 2016","2011","2011","2","Female","034","34 years","23","Population at or under this age","Number","1154332"
"EY007","Population 2011 to 2016","2011","2011","2","Female","034","34 years","24","Population at or over this age","Number","1198579"
"EY007","Population 2011 to 2016","2011","2011","2","Female","035","35 years","22","Population","Number","37142"
"EY007","Population 2011 to 2016","2011","2011","2","Female","035","35 years","23","Population at or under this age","Number","1191474"
"EY007","Population 2011 to 2016","2011","2011","2","Female","035","35 years","24","Population at or over this age","Number","1161221"
"EY007","Population 2011 to 2016","2011","2011","2","Female","036","36 years","22","Population","Number","36950"
"EY007","Population 2011 to 2016","2011","2011","2","Female","036","36 years","23","Population at or under this age","Number","1228424"
"EY007","Population 2011 to 2016","2011","2011","2","Female","036","36 years","24","Population at or over this age","Number","1124079"
"EY007","Population 2011 to 2016","2011","2011","2","Female","037","37 years","22","Population","Number","36285"
"EY007","Population 2011 to 2016","2011","2011","2","Female","037","37 years","23","Population at or under this age","Number","1264709"
"EY007","Population 2011 to 2016","2011","2011","2","Female","037","37 years","24","Population at or over this age","Number","1087129"
"EY007","Population 2011 to 2016","2011","2011","2","Female","038","38 years","22","Population","Number","36291"
"EY007","Population 2011 to 2016","2011","2011","2","Female","038","38 years","23","Population at or under this age","Number","1301000"
"EY007","Population 2011 to 2016","2011","2011","2","Female","038","38 years","24","Population at or over this age","Number","1050844"
"EY007","Population 2011 to 2016","2011","2011","2","Female","039","39 years","22","Population","Number","35356"
"EY007","Population 2011 to 2016","2011","2011","2","Female","039","39 years","23","Population at or under this age","Number","1336356"
"EY007","Population 2011 to 2016","2011","2011","2","Female","039","39 years","24","Population at or over this age","Number","1014553"
"EY007","Population 2011 to 2016","2011","2011","2","Female","040","40 years","22","Population","Number","34972"
"EY007","Population 2011 to 2016","2011","2011","2","Female","040","40 years","23","Population at or under this age","Number","1371328"
"EY007","Population 2011 to 2016","2011","2011","2","Female","040","40 years","24","Population at or over this age","Number","979197"
"EY007","Population 2011 to 2016","2011","2011","2","Female","041","41 years","22","Population","Number","34058"
"EY007","Population 2011 to 2016","2011","2011","2","Female","041","41 years","23","Population at or under this age","Number","1405386"
"EY007","Population 2011 to 2016","2011","2011","2","Female","041","41 years","24","Population at or over this age","Number","944225"
"EY007","Population 2011 to 2016","2011","2011","2","Female","042","42 years","22","Population","Number","31964"
"EY007","Population 2011 to 2016","2011","2011","2","Female","042","42 years","23","Population at or under this age","Number","1437350"
"EY007","Population 2011 to 2016","2011","2011","2","Female","042","42 years","24","Population at or over this age","Number","910167"
"EY007","Population 2011 to 2016","2011","2011","2","Female","043","43 years","22","Population","Number","31993"
"EY007","Population 2011 to 2016","2011","2011","2","Female","043","43 years","23","Population at or under this age","Number","1469343"
"EY007","Population 2011 to 2016","2011","2011","2","Female","043","43 years","24","Population at or over this age","Number","878203"
"EY007","Population 2011 to 2016","2011","2011","2","Female","044","44 years","22","Population","Number","31495"
"EY007","Population 2011 to 2016","2011","2011","2","Female","044","44 years","23","Population at or under this age","Number","1500838"
"EY007","Population 2011 to 2016","2011","2011","2","Female","044","44 years","24","Population at or over this age","Number","846210"
"EY007","Population 2011 to 2016","2011","2011","2","Female","045","45 years","22","Population","Number","31413"
"EY007","Population 2011 to 2016","2011","2011","2","Female","045","45 years","23","Population at or under this age","Number","1532251"
"EY007","Population 2011 to 2016","2011","2011","2","Female","045","45 years","24","Population at or over this age","Number","814715"
"EY007","Population 2011 to 2016","2011","2011","2","Female","046","46 years","22","Population","Number","31915"
"EY007","Population 2011 to 2016","2011","2011","2","Female","046","46 years","23","Population at or under this age","Number","1564166"
"EY007","Population 2011 to 2016","2011","2011","2","Female","046","46 years","24","Population at or over this age","Number","783302"
"EY007","Population 2011 to 2016","2011","2011","2","Female","047","47 years","22","Population","Number","30986"
"EY007","Population 2011 to 2016","2011","2011","2","Female","047","47 years","23","Population at or under this age","Number","1595152"
"EY007","Population 2011 to 2016","2011","2011","2","Female","047","47 years","24","Population at or over this age","Number","751387"
"EY007","Population 2011 to 2016","2011","2011","2","Female","048","48 years","22","Population","Number","30079"
"EY007","Population 2011 to 2016","2011","2011","2","Female","048","48 years","23","Population at or under this age","Number","1625231"
"EY007","Population 2011 to 2016","2011","2011","2","Female","048","48 years","24","Population at or over this age","Number","720401"
"EY007","Population 2011 to 2016","2011","2011","2","Female","049","49 years","22","Population","Number","29276"
"EY007","Population 2011 to 2016","2011","2011","2","Female","049","49 years","23","Population at or under this age","Number","1654507"
"EY007","Population 2011 to 2016","2011","2011","2","Female","049","49 years","24","Population at or over this age","Number","690322"
"EY007","Population 2011 to 2016","2011","2011","2","Female","050","50 years","22","Population","Number","29274"
"EY007","Population 2011 to 2016","2011","2011","2","Female","050","50 years","23","Population at or under this age","Number","1683781"
"EY007","Population 2011 to 2016","2011","2011","2","Female","050","50 years","24","Population at or over this age","Number","661046"
"EY007","Population 2011 to 2016","2011","2011","2","Female","051","51 years","22","Population","Number","28238"
"EY007","Population 2011 to 2016","2011","2011","2","Female","051","51 years","23","Population at or under this age","Number","1712019"
"EY007","Population 2011 to 2016","2011","2011","2","Female","051","51 years","24","Population at or over this age","Number","631772"
